"x" "y" "z" "temp"
6 7.5933 0 773.279
9 7.6019 0 655.51
12 7.6124 0 659
0 7.672 0 719.0928
3 7.6771 0 779.934
6 7.6932 0 738.6458
9 7.7015 0 623.89
12 7.7108 0 627
0 7.7711 0 670.2832
3 7.776 0 730.9425
6 7.7921 0 688.5188
9 7.7998 0 586.69
12 7.8103 0 584
0 7.8697 0 595.3256
3 7.8752 0 636.3975
6 7.8906 0 610.1384
9 7.8993 0 548.56
12 7.9088 0 531
0 7.9688 0 541.2864
3 7.9735 0 554.745
6 7.9897 0 577.328
9 7.9978 0 542.05
12 8.0086 0 525
21 8.0556 0 583.1
3 8.0728 0 669.918
9 8.097 0 503.92
12 8.1068 0 579
18 8.1292 0 422.99
21 8.1542 0 599.25
0 8.1649 0 677.256
3 8.1714 0 748.1325
6 8.1866 0 719.5064
9 8.1961 0 614.59
12 8.2057 0 613
18 8.2281 0 516.92
21 8.253 0 616.25
0 8.2636 0 724.3224
3 8.2704 0 790.248
6 8.2851 0 759.608
9 8.2944 0 648.07
12 8.3053 0 657
18 8.327 0 534.09
21 8.3524 0 567.8
0 8.3631 0 755.7
6 8.3838 0 788.7728
9 8.3938 0 675.04
18 8.4264 0 549.24
21 8.451 0 646.0
3 8.4671 0 765.3225
9 8.4921 0 683.41
12 8.5011 0 687
0 8.5597 0 755.7
3 8.5662 0 811.7355
6 8.5802 0 707.6582
9 8.5918 0 658.3
12 8.6005 0 663
18 8.6229 0 531.06
21 8.6476 0 619.65
0 8.6581 0 655.466
3 8.6647 0 784.2315
6 8.6792 0 744.1142
9 8.6908 0 628.54
12 8.6989 0 631
18 8.722 0 513.89
21 8.747 0 602.65
0 8.758 0 678.1276
3 8.764 0 738.678
6 8.7784 0 696.7214
9 8.7888 0 591.34
12 8.7985 0 590
18 8.8208 0 496.72
21 8.8462 0 587.35
0 8.856 0 607.528
3 8.8625 0 651.8685
6 8.8776 0 622.898
9 8.8889 0 552.28
12 8.8972 0 537
18 8.9197 0 482.58
0 8.9549 0 542.158
3 8.9623 0 554.745
6 8.9759 0 576.4166
9 8.9873 0 542.05
12 8.9963 0 521
21 9.0433 0 515.95
0 9.0545 0 593.5824
3 9.0605 0 656.166
9 9.086 0 569.95
12 9.0951 0 572
18 9.1156 0 496.72
21 9.1413 0 597.55
0 9.1529 0 670.2832
3 9.1596 0 742.116
6 9.1732 0 713.1266
12 9.1937 0 619
21 9.2402 0 614.55
0 9.2519 0 719.9644
3 9.2583 0 785.9505
6 9.2722 0 755.9624
12 9.2933 0 638
21 9.3401 0 562.7
0 9.3509 0 753.0852
6 9.3711 0 785.1272
21 9.4381 0 644.3
0 9.4502 0 776.6184
12 9.49 0 690
0 9.549 0 759.1864
3 9.5544 0 815.1735
12 9.5886 0 666
21 9.635 0 621.35
0 9.6476 0 728.6804
3 9.6527 0 788.529
12 9.6877 0 636
21 9.7339 0 605.2
0 9.747 0 611.886
3 9.7525 0 745.554
12 9.7861 0 596
21 9.8334 0 589.05
0 9.8459 0 616.244
3 9.8516 0 666.48
12 9.8849 0 544
21 9.9318 0 580.55
0 9.9447 0 543.0296
3 9.9496 0 555.6045
12 9.9837 0 520
0 10.0432 0 583.1232
3 10.0494 0 639.8355
12 10.0825 0 566
18 10.103 0 494.7
21 10.1289 0 595.0
0 10.1424 0 664.182
3 10.1482 0 735.24
6 10.1612 0 706.7468
9 10.1731 0 607.15
12 10.1819 0 614
18 10.2016 0 428.04
21 10.2279 0 541.45
0 10.2414 0 715.6064
3 10.2467 0 782.5125
6 10.2596 0 751.4054
9 10.2719 0 561.58
12 10.2808 0 631
18 10.3006 0 530.05
21 10.3263 0 628.15
0 10.3406 0 749.5988
3 10.3452 0 736.959
6 10.3587 0 782.393
9 10.3712 0 670.39
18 10.3994 0 546.21
21 10.4249 0 642.6
0 10.4395 0 774.8752
3 10.4441 0 830.6445
6 10.4581 0 805.178
12 10.4777 0 692
0 10.5388 0 761.8012
3 10.5431 0 817.752
6 10.5563 0 784.2158
9 10.5671 0 665.74
12 10.5766 0 669
18 10.5957 0 535.1
21 10.6219 0 623.9
0 10.6373 0 732.1668
3 10.6425 0 791.967
6 10.6555 0 675.7592
9 10.6664 0 636.91
12 10.6756 0 640
18 10.6955 0 518.94
21 10.7207 0 607.75
0 10.7357 0 689.4584
3 10.741 0 751.5705
6 10.7539 0 710.3924
9 10.765 0 601.57
12 10.7739 0 601
18 10.7936 0 501.77
21 10.8193 0 591.6
0 10.835 0 548.2592
3 10.8403 0 678.513
6 10.8534 0 643.8602
9 10.8645 0 561.58
12 10.8734 0 551
18 10.893 0 485.61
21 10.9183 0 580.55
0 10.9338 0 544.7728
3 10.9395 0 557.3235
6 10.9525 0 576.4166
9 10.9628 0 542.05
12 10.9722 0 520
0 11.0335 0 573.5356
3 11.0385 0 624.3645
6 11.0513 0 625.6322
9 11.0623 0 559.72
18 11.089 0 491.67
21 11.1149 0 593.3
0 11.1326 0 657.2092
3 11.1367 0 728.364
6 11.1496 0 700.367
9 11.1612 0 602.5
12 11.1685 0 608
18 11.1886 0 510.86
21 11.2145 0 535.5
0 11.2303 0 710.3768
3 11.236 0 701.7195
6 11.2493 0 747.7598
9 11.2601 0 637.84
12 11.2677 0 645
18 11.2868 0 439.15
21 11.3133 0 626.45
0 11.3297 0 746.984
3 11.3347 0 808.2975
6 11.3481 0 779.6588
9 11.3584 0 583.9
12 11.3669 0 650
18 11.3862 0 544.19
21 11.4117 0 640.9
0 11.4284 0 772.2604
3 11.4338 0 828.9255
6 11.4473 0 803.3552
0 11.5274 0 764.416
3 11.533 0 819.471
6 11.5455 0 786.95
12 11.5632 0 673
18 11.5823 0 538.13
21 11.6083 0 626.45
0 11.6266 0 735.6532
3 11.6316 0 795.405
6 11.6445 0 757.7852
9 11.6538 0 640.63
12 11.6618 0 644
18 11.6814 0 521.97
21 11.707 0 610.3
0 11.7255 0 695.5596
3 11.7307 0 757.587
6 11.7434 0 632.9234
9 11.7537 0 606.22
12 11.7614 0 607
18 11.7804 0 503.79
21 11.8059 0 594.15
0 11.8245 0 633.676
3 11.8293 0 689.6865
6 11.842 0 652.9742
12 11.8602 0 558
18 11.8793 0 487.63
21 11.905 0 581.4
0 11.9228 0 468.9436
3 11.9283 0 562.4805
6 11.9415 0 577.328
9 11.951 0 542.05
12 11.9588 0 520
18 11.9782 0 481.57
0 12.0218 0 563.0764
3 12.0268 0 607.1745
6 12.0403 0 614.6954
18 12.0769 0 489.65
21 12.1017 0 590.75
0 12.1215 0 649.3648
3 12.1263 0 720.6285
6 12.1393 0 693.9872
9 12.1473 0 596.92
12 12.1554 0 603
18 12.1767 0 508.84
0 12.22 0 706.0188
3 12.2248 0 693.1245
6 12.2384 0 743.2028
9 12.247 0 634.12
12 12.2545 0 641
18 12.2749 0 432.08
0 12.3191 0 743.4976
3 12.3245 0 805.719
6 12.3373 0 776.9246
9 12.346 0 663.88
12 12.3536 0 671
18 12.3746 0 542.17
3 12.4227 0 827.2065
6 12.4356 0 800.621
0 12.516 0 767.0308
3 12.5225 0 822.0495
6 12.5345 0 789.6842
9 12.5425 0 584.83
12 12.55 0 647
18 12.5713 0 540.15
0 12.615 0 740.0112
3 12.6206 0 798.843
6 12.6349 0 761.4308
9 12.6413 0 645.28
12 12.6493 0 648
18 12.6693 0 523.99
0 12.7136 0 700.7892
3 12.7199 0 762.744
6 12.7338 0 721.3292
9 12.7397 0 611.8
12 12.7479 0 613
18 12.7687 0 506.82
0 12.8118 0 643.2636
3 12.8187 0 700.0005
9 12.8384 0 571.81
12 12.8468 0 565
18 12.8671 0 489.65
0 12.9113 0 557.8468
3 12.9177 0 573.654
9 12.9381 0 542.98
12 12.9462 0 520
18 12.9665 0 481.57
0 13.0099 0 468.072
3 13.0165 0 589.9845
12 13.0447 0 544
18 13.0656 0 487.63
0 13.1086 0 640.6488
3 13.1152 0 627.8025
9 13.1349 0 591.34
12 13.1433 0 597
18 13.1647 0 505.81
0 13.2079 0 700.7892
3 13.2145 0 769.62
6 13.2278 0 738.6458
9 13.2333 0 629.47
12 13.2433 0 637
18 13.2628 0 523.99
0 13.3067 0 740.0112
3 13.313 0 803.1405
6 13.3263 0 773.279
9 13.3319 0 660.16
12 13.3417 0 668
18 13.3622 0 441.17
3 13.4123 0 825.4875
9 13.4307 0 593.2
0 13.5033 0 770.5172
3 13.5114 0 824.628
6 13.5234 0 792.4184
18 13.5593 0 541.16
0 13.603 0 743.4976
3 13.6099 0 801.4215
6 13.6224 0 765.0764
9 13.6278 0 649.93
18 13.6577 0 526.01
0 13.7011 0 706.8904
3 13.7089 0 767.901
6 13.7214 0 727.709
9 13.7268 0 616.45
18 13.7569 0 508.84
0 13.7999 0 651.108
3 13.8077 0 708.5955
6 13.8198 0 670.2908
9 13.8255 0 577.39
18 13.8559 0 491.67
0 13.8993 0 568.306
3 13.9069 0 589.125
6 13.9188 0 495.302
9 13.924 0 543.91
18 13.9548 0 481.57
0 13.9977 0 546.516
3 14.0064 0 485.1255
6 14.0175 0 593.7332
9 14.0236 0 546.7
18 14.0536 0 486.62
3 14.1045 0 703.4385
6 14.1163 0 679.4048
9 14.1228 0 586.69
18 14.1525 0 503.79
6 14.2156 0 734.0888
9 14.2218 0 625.75
18 14.2516 0 521.97
0 14.2948 0 735.6532
3 14.3019 0 799.7025
6 14.3148 0 770.5448
9 14.3198 0 657.37
18 14.3499 0 539.14
3 14.4011 0 822.909
12 14.4388 0 691
0 14.4911 0 773.132
6 14.5113 0 795.1526
9 14.5165 0 582.97
12 14.5364 0 679
18 14.5472 0 439.15
0 14.5901 0 747.8556
3 14.5973 0 804.8595
6 14.6099 0 768.722
9 14.6158 0 653.65
12 14.6345 0 653
18 14.6459 0 528.03
0 14.6893 0 712.12
3 14.6962 0 773.058
6 14.7096 0 733.1774
9 14.7148 0 621.1
12 14.7323 0 620
18 14.7447 0 510.86
0 14.7879 0 659.824
3 14.7945 0 718.9095
6 14.8085 0 678.4934
9 14.8138 0 582.97
12 14.8302 0 575
18 14.8438 0 493.69
0 14.8869 0 579.6368
3 14.8934 0 518.646
6 14.9075 0 596.4674
9 14.9123 0 546.7
12 14.9283 0 524
18 14.9421 0 481.57
0 14.9864 0 543.0296
3 14.9923 0 559.0425
6 15.0062 0 488.0108
12 15.0276 0 534
6 15.1049 0 671.2022
9 15.1095 0 581.11
12 15.1263 0 589
18 15.1394 0 501.77
0 15.1825 0 687.7152
3 15.189 0 758.4465
6 15.2041 0 728.6204
9 15.2082 0 621.1
12 15.2259 0 631
18 15.2378 0 519.95
0 15.2819 0 637.1624
3 15.2884 0 796.2645
6 15.3031 0 766.8992
9 15.3071 0 653.65
12 15.324 0 663
18 15.3366 0 537.12
0 15.3804 0 760.9296
3 15.3871 0 820.3305
9 15.4061 0 679.69
18 15.4361 0 444.2
6 15.4994 0 797.8868
12 15.5206 0 683
0 15.5774 0 751.342
3 15.5841 0 808.2975
6 15.598 0 773.279
12 15.6196 0 657
18 15.632 0 530.05
0 15.6765 0 717.3496
3 15.6823 0 778.215
6 15.6974 0 737.7344
12 15.7186 0 625
18 15.7315 0 512.88
0 15.7748 0 667.6684
3 15.7814 0 728.364
6 15.7967 0 686.696
12 15.8182 0 581
18 15.8305 0 495.71
0 15.8741 0 591.8392
3 15.8801 0 534.9765
6 15.8949 0 607.4042
12 15.9166 0 528
18 15.9295 0 482.58
0 15.9729 0 542.158
3 15.9797 0 555.6045
6 15.9937 0 579.1508
12 16.015 0 528
3 16.0789 0 677.6535
12 16.1145 0 583
18 16.1256 0 498.74
0 16.1699 0 680.7424
3 16.1771 0 752.43
6 16.1908 0 621.0752
12 16.213 0 627
18 16.2244 0 517.93
0 16.2681 0 726.0656
3 16.277 0 792.8265
6 16.2892 0 762.3422
12 16.3128 0 660
18 16.3241 0 535.1
0 16.3679 0 659.824
6 16.3887 0 790.5956
9 16.3935 0 676.9
18 16.4229 0 550.25
3 16.4732 0 831.504
9 16.4926 0 685.27
12 16.5094 0 676
0 16.5641 0 754.8284
3 16.5715 0 811.7355
6 16.5854 0 776.9246
9 16.5914 0 660.16
12 16.6076 0 661
18 16.6195 0 418.95
0 16.6631 0 722.5792
3 16.6709 0 783.372
6 16.6843 0 743.2028
9 16.6912 0 524.38
12 16.7071 0 629
18 16.7179 0 515.91
0 16.7616 0 676.3844
3 16.7693 0 736.959
6 16.7828 0 694.8986
9 16.7897 0 593.2
12 16.8053 0 587
18 16.8167 0 497.73
0 16.8603 0 604.0416
3 16.8684 0 645.852
6 16.8816 0 619.2524
12 16.9047 0 534
18 16.9164 0 483.59
0 16.9593 0 542.158
3 16.968 0 555.6045
6 16.9812 0 577.328
12 17.0031 0 524
0 17.0584 0 597.9404
3 17.0668 0 664.761
9 17.0864 0 571.81
12 17.1027 0 577
18 17.1122 0 496.72
0 17.1579 0 673.7696
3 17.1653 0 746.4135
6 17.177 0 611.0498
12 17.2015 0 622
18 17.2115 0 514.9
0 17.2566 0 721.7076
3 17.2642 0 789.3885
6 17.2766 0 757.7852
9 17.2842 0 647.14
12 17.3005 0 656
18 17.3104 0 533.08
0 17.3554 0 753.9568
6 17.3759 0 786.95
9 17.3832 0 674.11
18 17.409 0 549.24
0 17.4547 0 702.5324
3 17.4606 0 857.289
12 17.497 0 793
3 17.5604 0 883.9335
6 17.5723 0 887.204
9 17.5801 0 856.39
12 17.5961 0 857
18 17.6055 0 697.71
0 17.6515 0 875.1092
3 17.6588 0 792.8265
9 17.6791 0 871.27
12 17.6953 0 885
18 17.705 0 818.91
3 17.7574 0 893.388
12 17.7942 0 885
3 17.8568 0 888.231
9 17.8754 0 756.88
12 17.8928 0 884
18 17.9018 0 816.89
3 17.9553 0 884.793
6 17.964 0 896.318
9 17.9743 0 866.62
12 17.9919 0 883
18 18.0003 0 816.89
0 18.0426 0 875.9808
6 18.0626 0 897.2294
9 18.0731 0 867.55
18 18.0997 0 816.89
0 18.1419 0 878.5956
3 18.1525 0 891.669
12 18.188 0 884
3 18.2506 0 895.107
9 18.27 0 873.13
18 18.2954 0 818.91
0 18.3379 0 883.8252
9 18.3687 0 875.92
3 18.4474 0 903.702
9 18.5647 0 874.06
12 18.5797 0 886
6 18.6515 0 905.432
18 18.6874 0 695.69
0 18.7304 0 770.5172
3 18.84 0 779.934
3 18.9386 0 872.76
9 18.9573 0 739.21
3 19.0374 0 882.2145
9 19.0563 0 866.62
9 19.1552 0 872.2
3 19.2336 0 889.0905
9 19.2542 0 862.9
3 19.3332 0 889.0905
12 19.3621 0 853
6 19.4334 0 790.5956
9 19.4505 0 869.41
12 19.4614 0 880
18 19.4701 0 814.87
0 19.5127 0 876.8524
6 19.5329 0 893.5838
6 19.6322 0 804.2666
12 19.658 0 747
6 19.731 0 768.722
12 19.7572 0 718
6 19.8292 0 677.582
9 19.8425 0 582.97
12 19.8562 0 577
6 19.928 0 580.9736
9 19.9416 0 423.94
12 19.9553 0 519
6 20.0279 0 601.0244
6 20.1265 0 684.8732
9 20.1397 0 592.27
12 20.1512 0 601
6 20.226 0 737.7344
9 20.2384 0 628.54
12 20.2508 0 640
18 20.2548 0 392.69
0 20.2955 0 600.5552
6 20.3245 0 772.3676
9 20.337 0 659.23
12 20.3496 0 671
18 20.3516 0 409.86
0 20.3945 0 742.626
3 20.4161 0 715.4715
18 20.4509 0 553.28
3 20.5149 0 824.628
6 20.5204 0 674.8478
9 20.5341 0 672.25
12 20.5459 0 678
18 20.5499 0 542.17
0 20.5904 0 726.0656
3 20.6141 0 803.1405
6 20.6192 0 769.6334
9 20.6327 0 675.97
12 20.6451 0 768
18 20.6487 0 803.76
3 20.7129 0 888.231
6 20.7187 0 893.5838
9 20.7316 0 861.97
12 20.7443 0 844
18 20.7477 0 684.58
3 20.8114 0 892.5285
6 20.8178 0 904.5206
9 20.8307 0 871.27
12 20.843 0 889
18 20.9443 0 816.89
