"x" "y" "z" "temp"
6 1.3132 0 731.4
0 1.3159 0 711.25
12 1.3192 0 702.25
9 1.3395 0 749.56
21 1.3502 0 669.995
18 1.3815 0 664.72
15 1.3905 0 672.7037
3 1.4023 0 728.0
6 1.4115 0 739.24
0 1.4146 0 718.75
12 1.4177 0 709.0
9 1.4387 0 756.14
21 1.4488 0 674.22
18 1.4807 0 671.146
15 1.4888 0 679.7749
3 1.5006 0 734.75
6 1.5105 0 747.08
0 1.5135 0 725.5
12 1.5161 0 715.75
9 1.5373 0 761.78
21 1.5477 0 679.29
18 1.5799 0 677.572
15 1.588 0 686.8461
3 1.5992 0 740.0
6 1.6089 0 751.0
0 1.6121 0 728.5
12 1.6146 0 718.0
9 1.6355 0 761.78
21 1.646 0 678.445
18 1.6784 0 672.064
15 1.6866 0 679.7749
3 1.6981 0 733.25
6 1.7077 0 743.16
0 1.7099 0 721.75
12 1.7137 0 711.25
9 1.7347 0 756.14
21 1.7453 0 673.375
18 1.7772 0 665.638
15 1.7848 0 671.8198
3 1.7972 0 725.75
6 1.8067 0 735.32
0 1.8089 0 714.25
12 1.812 0 704.5
9 1.8337 0 749.56
21 1.8438 0 668.305
18 1.876 0 659.212
15 1.8844 0 663.8647
3 1.896 0 718.25
6 1.9056 0 726.5
0 1.9082 0 706.0
12 1.9109 0 697.0
9 1.9317 0 742.04
21 1.943 0 663.235
18 1.9745 0 650.95
15 1.9827 0 655.9096
3 1.9949 0 710.0
6 2.0039 0 717.68
0 2.0065 0 697.75
12 2.0102 0 688.75
9 2.0308 0 734.52
21 2.0414 0 659.01
18 2.0733 0 643.606
15 2.0819 0 646.1867
3 2.0934 0 701.0
6 2.1024 0 707.88
0 2.1056 0 689.5
12 2.1083 0 680.5
9 2.1297 0 725.12
21 2.1405 0 653.095
18 2.1717 0 635.344
15 2.1802 0 636.4638
3 2.1923 0 690.5
6 2.2012 0 698.08
0 2.2042 0 680.5
12 2.2079 0 670.75
9 2.2281 0 714.78
21 2.2388 0 648.87
18 2.2704 0 626.164
15 2.2794 0 625.857
3 2.2904 0 679.25
6 2.3002 0 686.32
0 2.3026 0 672.25
12 2.306 0 661.0
9 2.3267 0 703.5
21 2.3378 0 644.645
18 2.3695 0 616.066
15 2.378 0 614.3663
3 2.3899 0 666.5
6 2.3987 0 674.56
0 2.4011 0 663.25
12 2.4054 0 649.75
9 2.4259 0 690.34
21 2.4364 0 640.42
18 2.468 0 605.968
15 2.476 0 601.9917
3 2.4886 0 651.5
6 2.4976 0 662.8
0 2.5001 0 654.25
12 2.5038 0 638.5
9 2.5243 0 674.36
21 2.5348 0 637.04
18 2.5671 0 594.952
15 2.5756 0 588.7332
3 2.5872 0 635.75
6 2.5969 0 649.08
0 2.5993 0 646.0
12 2.6019 0 625.75
9 2.6237 0 655.56
21 2.6336 0 634.505
18 2.6658 0 583.936
15 2.6734 0 574.5908
3 2.686 0 618.5
6 2.6947 0 635.36
0 2.6978 0 639.25
12 2.7012 0 612.25
9 2.7216 0 633.0
21 2.732 0 631.97
18 2.7646 0 572.002
15 2.773 0 560.4484
3 2.7843 0 599.0
6 2.7937 0 621.64
0 2.7963 0 633.25
12 2.7996 0 599.5
9 2.8205 0 606.68
21 2.8315 0 631.125
18 2.8633 0 560.986
15 2.8711 0 546.306
3 2.8834 0 579.5
6 2.8928 0 608.9
0 2.8956 0 628.75
12 2.8982 0 589.0
9 2.9198 0 580.36
21 2.9304 0 631.125
18 2.9622 0 553.642
15 2.9697 0 536.5831
3 2.9819 0 565.25
6 2.9911 0 600.08
0 2.9936 0 627.25
12 2.9972 0 584.5
9 3.0184 0 569.08
21 3.0289 0 631.125
18 3.0602 0 551.806
15 3.0693 0 534.8153
3 3.0809 0 561.5
6 3.0898 0 599.1
0 3.0931 0 626.5
12 3.0959 0 584.5
9 3.1172 0 569.08
21 3.1269 0 631.125
18 3.1587 0 551.806
15 3.1679 0 534.8153
3 3.1793 0 562.25
6 3.1887 0 600.08
0 3.1915 0 626.5
12 3.195 0 584.5
9 3.2154 0 571.9
21 3.2259 0 631.125
18 3.2574 0 555.478
15 3.2665 0 541.0026
3 3.2781 0 573.5
6 3.2879 0 607.92
0 3.2903 0 628.75
12 3.2937 0 590.5
9 3.3149 0 596.34
21 3.3253 0 631.125
18 3.3567 0 565.576
15 3.3652 0 554.2611
3 3.3771 0 594.5
6 3.3866 0 621.64
0 3.3889 0 634.0
12 3.392 0 603.25
9 3.4128 0 624.54
21 3.4233 0 631.97
18 3.4559 0 577.51
15 3.4634 0 570.1713
3 3.4752 0 615.5
6 3.4847 0 636.34
0 3.4879 0 640.0
12 3.491 0 616.75
9 3.5121 0 648.98
21 3.5225 0 633.66
18 3.5545 0 589.444
15 3.5624 0 585.1976
3 3.5748 0 634.25
6 3.5841 0 650.06
0 3.5858 0 648.25
12 3.59 0 630.25
9 3.6111 0 668.72
21 3.6208 0 637.04
18 3.6532 0 601.378
15 3.6615 0 599.34
3 3.6732 0 650.75
6 3.6824 0 663.78
0 3.6846 0 656.5
12 3.6889 0 643.0
9 3.7093 0 685.64
21 3.7203 0 640.42
18 3.7518 0 611.476
15 3.76 0 611.7146
3 3.7719 0 665.0
6 3.7815 0 676.52
0 3.784 0 665.5
12 3.7868 0 654.25
9 3.8081 0 699.74
21 3.8183 0 644.645
18 3.8501 0 621.574
15 3.8584 0 624.0892
3 3.87 0 678.5
6 3.8801 0 688.28
0 3.8825 0 675.25
12 3.8859 0 665.5
9 3.9065 0 711.96
21 3.9172 0 648.87
18 3.9488 0 631.672
15 3.9573 0 634.696
3 3.9687 0 689.75
6 3.9786 0 700.04
0 3.9807 0 684.25
12 3.9841 0 675.25
9 4.0056 0 722.3
21 4.0164 0 653.94
18 4.0477 0 639.934
15 4.0561 0 644.4189
3 4.068 0 700.25
6 4.0775 0 709.84
0 4.0798 0 692.5
12 4.0828 0 684.25
9 4.1049 0 731.7
21 4.115 0 659.01
18 4.1466 0 648.196
15 4.1548 0 654.1418
3 4.1664 0 709.25
6 4.1766 0 719.64
0 4.1791 0 700.75
12 4.1823 0 692.5
9 4.2033 0 740.16
21 4.2133 0 663.235
18 4.2448 0 655.54
15 4.2539 0 662.9808
3 4.2653 0 718.25
6 4.2743 0 728.46
0 4.2776 0 709.0
12 4.2807 0 700.75
9 4.3019 0 747.68
21 4.3127 0 668.305
18 4.3442 0 662.884
15 4.3525 0 670.9359
3 4.3637 0 725.75
6 4.374 0 737.28
0 4.3757 0 716.5
12 4.3799 0 707.5
9 4.4004 0 754.26
21 4.4111 0 673.375
18 4.4423 0 669.31
15 4.451 0 678.0071
3 4.4628 0 733.25
6 4.4724 0 745.12
0 4.4749 0 724.0
12 4.4787 0 714.25
9 4.4991 0 759.9
21 4.5099 0 678.445
18 4.5415 0 675.736
15 4.5501 0 685.0783
3 4.5617 0 739.25
6 4.571 0 752.96
0 4.5736 0 730.75
12 4.5771 0 720.25
9 4.5983 0 764.6
21 4.6081 0 680.98
18 4.6397 0 675.736
15 4.6489 0 683.3105
3 4.6607 0 736.25
6 4.6693 0 748.06
0 4.6722 0 725.5
12 4.6761 0 715.0
9 4.6962 0 758.96
21 4.7071 0 675.91
18 4.7392 0 669.31
15 4.7476 0 676.2393
3 4.7588 0 729.5
6 4.768 0 739.24
0 4.7715 0 718.0
12 4.7747 0 708.25
9 4.7954 0 752.38
21 4.8054 0 670.84
18 4.8371 0 661.966
15 4.8456 0 668.2842
3 4.8578 0 722.0
6 4.8668 0 731.4
0 4.8697 0 709.75
12 4.8728 0 700.75
9 4.8936 0 745.8
21 4.9042 0 665.77
18 4.9367 0 654.622
15 4.9451 0 660.3291
3 4.9571 0 713.75
6 4.9662 0 722.58
0 4.969 0 702.25
12 4.972 0 693.25
9 4.9928 0 738.28
21 5.0038 0 660.7
18 5.035 0 647.278
15 5.0438 0 650.6062
3 5.0556 0 704.75
6 5.0647 0 712.78
0 5.0671 0 693.25
12 5.0707 0 685.0
9 5.0923 0 729.82
21 5.1019 0 655.63
18 5.134 0 639.016
15 5.1424 0 641.7672
3 5.1543 0 695.0
6 5.1637 0 702.0
0 5.1665 0 685.0
12 5.169 0 675.25
9 5.1908 0 719.48
21 5.2006 0 650.56
18 5.2329 0 629.836
15 5.2413 0 631.1604
3 5.2523 0 683.75
6 5.2622 0 691.22
0 5.2648 0 676.0
12 5.2676 0 665.5
9 5.2895 0 708.2
21 5.2997 0 646.335
18 5.3309 0 620.656
15 5.3393 0 619.6697
3 5.3512 0 671.75
6 5.3605 0 680.44
0 5.3635 0 667.0
12 5.367 0 655.0
9 5.3873 0 695.98
21 5.3983 0 642.11
18 5.4301 0 610.558
15 5.4386 0 608.179
3 5.4499 0 658.25
6 5.4598 0 667.7
0 5.4624 0 658.0
12 5.4659 0 643.75
9 5.4864 0 680.94
21 5.4967 0 637.885
18 5.5287 0 599.542
15 5.5377 0 594.9205
3 5.5486 0 642.5
6 5.558 0 654.96
0 5.5609 0 649.75
12 5.5643 0 631.0
21 5.5959 0 635.35
18 5.6274 0 588.526
15 5.6361 0 580.7781
3 5.6479 0 625.25
6 5.657 0 641.24
0 5.66 0 641.5
12 5.6631 0 618.25
9 5.6844 0 642.4
21 5.6943 0 632.815
18 5.7263 0 576.592
15 5.7347 0 566.6357
3 5.7468 0 606.5
6 5.7556 0 627.52
0 5.7588 0 635.5
12 5.7624 0 604.75
9 5.7832 0 617.96
21 5.7936 0 631.125
18 5.8245 0 565.576
15 5.833 0 551.6094
3 5.8456 0 587.0
6 5.8543 0 613.8
0 5.8571 0 630.25
12 5.8603 0 592.75
9 5.882 0 589.76
21 5.892 0 631.125
18 5.9235 0 555.478
15 5.932 0 540.1187
3 5.9437 0 569.75
6 5.953 0 603.02
0 5.956 0 627.25
12 5.9591 0 585.25
9 5.9801 0 570.96
21 5.9909 0 631.125
18 6.0226 0 551.806
15 6.0312 0 534.8153
3 6.0429 0 562.25
6 6.0522 0 599.1
0 6.0548 0 626.5
12 6.0586 0 584.5
9 6.0788 0 569.08
21 6.0899 0 631.125
18 6.1216 0 551.806
15 6.1299 0 534.8153
3 6.1413 0 561.5
6 6.1505 0 599.1
0 6.1531 0 626.5
12 6.1567 0 584.5
9 6.1775 0 569.08
21 6.1876 0 631.125
18 6.2195 0 552.724
15 6.2284 0 537.467
3 6.2405 0 566.75
6 6.2493 0 604.0
0 6.2519 0 628.0
12 6.256 0 587.5
9 6.2764 0 586.0
21 6.2868 0 631.125
18 6.3189 0 560.986
15 6.3266 0 548.9577
3 6.3392 0 586.25
6 6.3487 0 616.74
0 6.351 0 631.75
12 6.3539 0 598.0
9 6.3755 0 614.2
21 6.3854 0 631.125
18 6.4178 0 572.92
15 6.4262 0 563.984
3 6.4379 0 608.0
6 6.4467 0 630.46
0 6.4501 0 637.75
12 6.4525 0 611.5
9 6.4739 0 639.58
21 6.4846 0 632.815
18 6.5164 0 584.854
15 6.5246 0 579.8942
3 6.5367 0 627.5
6 6.546 0 645.16
0 6.5485 0 645.25
12 6.5512 0 625.75
9 6.5724 0 661.2
21 6.583 0 635.35
18 6.6145 0 596.788
15 6.6232 0 594.0366
3 6.6345 0 644.75
6 6.6449 0 658.88
0 6.6473 0 653.5
12 6.6507 0 638.5
9 6.6709 0 679.06
21 6.6818 0 638.73
18 6.7132 0 607.804
15 6.7223 0 607.2951
3 6.7334 0 659.75
6 6.7435 0 672.6
0 6.746 0 662.5
12 6.749 0 650.5
9 6.7699 0 695.04
21 6.7808 0 642.955
18 6.8125 0 618.82
15 6.8209 0 619.6697
3 6.8328 0 674.0
6 6.8417 0 684.36
0 6.8441 0 671.5
12 6.8477 0 661.75
9 6.8684 0 707.26
21 6.8793 0 647.18
18 6.9113 0 628.0
15 6.9192 0 631.1604
3 6.9315 0 686.0
6 6.9411 0 696.12
0 6.943 0 680.5
12 6.9466 0 672.25
9 6.967 0 718.54
21 6.9781 0 652.25
18 7.0096 0 637.18
15 7.0182 0 641.7672
3 7.0298 0 696.5
6 7.0398 0 705.92
0 7.0426 0 689.5
12 7.045 0 681.25
9 7.066 0 728.88
21 7.0762 0 657.32
18 7.1087 0 645.442
15 7.1166 0 651.4901
3 7.1291 0 706.25
6 7.138 0 716.7
0 7.1405 0 698.5
12 7.1445 0 690.25
9 7.1647 0 737.34
21 7.1758 0 661.545
18 7.2072 0 652.786
15 7.2161 0 660.3291
3 7.2278 0 715.25
6 7.2372 0 725.52
0 7.2394 0 706.0
12 7.2432 0 697.75
9 7.2641 0 744.86
21 7.2739 0 666.615
18 7.3058 0 660.13
15 7.3145 0 668.2842
3 7.3259 0 722.75
6 7.335 0 734.34
0 7.3381 0 714.25
12 7.3417 0 705.25
9 7.3619 0 752.38
21 7.3732 0 671.685
18 7.4047 0 667.474
15 7.4126 0 676.2393
3 7.4252 0 730.25
6 7.4342 0 742.18
0 7.4372 0 721.75
12 7.4405 0 712.0
9 7.461 0 758.02
21 7.4722 0 676.755
18 7.5032 0 673.9
15 7.5116 0 683.3105
3 7.5235 0 737.0
6 7.5329 0 750.02
0 7.5354 0 728.5
12 7.5395 0 718.75
9 7.5594 0 763.66
21 7.5701 0 680.98
18 7.6024 0 678.49
15 7.6108 0 686.8461
3 7.6226 0 739.25
6 7.6321 0 751.0
0 7.6342 0 728.5
12 7.6374 0 718.0
9 7.6584 0 760.84
21 7.6692 0 677.6
18 7.7005 0 672.064
15 7.7098 0 679.7749
3 7.7215 0 732.5
6 7.7299 0 743.16
0 7.7334 0 721.0
12 7.7366 0 711.25
9 7.7579 0 755.2
21 7.7676 0 672.53
18 7.7993 0 664.72
15 7.8084 0 671.8198
3 7.8196 0 725.0
6 7.8292 0 735.32
0 7.8321 0 713.5
12 7.8347 0 704.5
9 7.8564 0 748.62
21 7.8661 0 668.305
18 7.8982 0 658.294
15 7.9069 0 663.8647
3 7.919 0 717.5
6 7.928 0 725.52
0 7.9311 0 705.25
12 7.934 0 697.0
9 7.9545 0 741.1
21 7.9654 0 663.235
18 7.997 0 650.032
15 8.0058 0 655.0257
3 8.0174 0 708.5
6 8.0267 0 716.7
0 8.0291 0 697.0
12 8.033 0 688.75
9 8.054 0 732.64
21 8.0638 0 658.165
18 8.0961 0 642.688
15 8.1038 0 645.3028
3 8.1162 0 698.75
6 8.1249 0 706.9
0 8.1278 0 688.75
12 8.1313 0 679.75
9 8.1528 0 723.24
21 8.163 0 653.095
18 8.1949 0 633.508
15 8.2034 0 635.5799
3 8.2144 0 688.25
6 8.2244 0 696.12
0 8.2272 0 679.75
12 8.2304 0 670.0
9 8.2513 0 712.9
21 8.261 0 648.025
18 8.2935 0 624.328
15 8.3016 0 624.9731
3 8.3132 0 677.0
6 8.3233 0 685.34
0 8.3265 0 670.75
12 8.3288 0 659.5
9 8.3502 0 701.62
21 8.3603 0 643.8
18 8.392 0 615.148
15 8.4004 0 612.5985
3 8.4125 0 663.5
6 8.4219 0 672.6
0 8.4239 0 661.75
12 8.4279 0 648.25
9 8.4489 0 687.52
21 8.4592 0 639.575
18 8.4904 0 604.132
15 8.4991 0 600.2239
3 8.5108 0 648.5
6 8.5201 0 659.86
0 8.5235 0 652.75
12 8.5263 0 636.25
9 8.5477 0 670.6
21 8.5573 0 636.195
18 8.5894 0 593.116
15 8.5975 0 586.9654
3 8.6092 0 632.75
6 8.6191 0 647.12
0 8.6221 0 644.5
12 8.6248 0 623.5
9 8.6464 0 651.8
21 8.656 0 633.66
18 8.6887 0 581.182
15 8.6963 0 571.9391
3 8.7082 0 614.0
6 8.7176 0 632.42
0 8.72 0 637.75
12 8.7233 0 610.0
9 8.7447 0 628.3
21 8.7548 0 631.97
18 8.7865 0 569.248
15 8.7958 0 557.7967
3 8.8073 0 594.5
6 8.8163 0 618.7
0 8.8188 0 631.75
12 8.823 0 597.25
9 8.8439 0 601.04
21 8.854 0 631.125
18 8.8862 0 559.15
15 8.8941 0 543.6543
3 8.9061 0 575.75
6 8.9156 0 605.96
0 8.9176 0 628.0
12 8.9216 0 587.5
9 8.9417 0 575.66
21 8.9527 0 630.28
18 8.9842 0 552.724
15 8.9924 0 535.6992
3 9.0048 0 563.75
6 9.0134 0 600.08
0 9.0165 0 626.5
12 9.0201 0 584.5
9 9.0405 0 569.08
21 9.0511 0 630.28
18 9.0828 0 551.806
15 9.0919 0 534.8153
3 9.1034 0 561.5
6 9.113 0 599.1
0 9.1151 0 626.5
12 9.1185 0 584.5
9 9.1396 0 569.08
21 9.1506 0 630.28
18 9.1817 0 551.806
15 9.1908 0 534.8153
3 9.2017 0 563.0
6 9.2117 0 601.06
0 9.2144 0 626.5
12 9.2173 0 585.25
9 9.2379 0 576.6
21 9.2491 0 630.28
18 9.281 0 557.314
15 9.2892 0 543.6543
3 9.3005 0 578.0
6 9.3097 0 610.86
0 9.3127 0 629.5
12 9.3163 0 593.5
9 9.3372 0 602.92
21 9.3476 0 631.125
18 9.3793 0 568.33
15 9.3878 0 558.6806
3 9.3991 0 599.75
6 9.4091 0 625.56
0 9.4118 0 634.75
12 9.415 0 606.25
9 9.4356 0 630.18
21 9.4459 0 631.97
18 9.4778 0 580.264
15 9.4864 0 573.7069
3 9.4985 0 620.0
6 9.5073 0 640.26
0 9.5104 0 642.25
12 9.5135 0 620.5
9 9.5342 0 653.68
21 9.5452 0 634.505
18 9.5764 0 592.198
15 9.5853 0 588.7332
3 9.5965 0 638.0
6 9.6059 0 653.98
0 9.6092 0 649.75
12 9.6123 0 634.0
9 9.6327 0 673.42
21 9.6439 0 637.04
18 9.675 0 604.132
15 9.6835 0 602.8756
3 9.6959 0 654.5
6 9.7053 0 667.7
0 9.7074 0 658.75
12 9.7105 0 646.75
9 9.7325 0 689.4
21 9.7425 0 641.265
18 9.7743 0 614.23
15 9.7822 0 615.2502
3 9.7943 0 668.75
6 9.8039 0 679.46
0 9.8067 0 668.5
12 9.8098 0 658.0
9 9.8306 0 702.56
21 9.8415 0 645.49
18 9.8733 0 624.328
15 9.8813 0 626.7409
3 9.8936 0 681.5
6 9.903 0 691.22
0 9.9057 0 677.5
12 9.9081 0 668.5
9 9.9298 0 714.78
21 9.9402 0 650.56
18 9.9716 0 633.508
15 9.98 0 638.2316
3 9.9922 0 692.75
6 10.0017 0 702.98
0 10.0042 0 686.5
12 10.0072 0 678.25
9 10.0277 0 725.12
21 10.0382 0 654.785
18 10.0709 0 642.688
15 10.0789 0 647.9545
3 10.0905 0 702.5
6 10.0996 0 712.78
0 10.1029 0 694.75
12 10.1057 0 687.25
9 10.1269 0 734.52
21 10.1379 0 659.855
18 10.1691 0 650.032
15 10.1784 0 656.7935
3 10.1893 0 712.25
6 10.199 0 722.58
0 10.2012 0 703.75
12 10.2043 0 695.5
9 10.226 0 742.04
21 10.2358 0 664.925
18 10.2681 0 658.294
15 10.2773 0 665.6325
3 10.2882 0 720.5
6 10.2975 0 731.4
0 10.3006 0 711.25
12 10.303 0 703.0
9 10.3244 0 749.56
21 10.3345 0 669.995
18 10.3666 0 664.72
15 10.3753 0 673.5876
3 10.3874 0 728.0
6 10.3961 0 739.24
0 10.3991 0 718.75
12 10.4022 0 709.75
9 10.4227 0 756.14
21 10.4338 0 675.065
18 10.4649 0 671.146
15 10.4748 0 680.6588
3 10.4856 0 734.75
6 10.4954 0 747.08
0 10.4979 0 726.25
12 10.5008 0 716.5
9 10.5218 0 761.78
21 10.5323 0 679.29
18 10.5637 0 677.572
15 10.573 0 687.73
3 10.5841 0 740.75
6 10.5939 0 753.94
0 10.5964 0 731.5
12 10.5998 0 721.0
9 10.6209 0 763.66
21 10.6308 0 680.135
18 10.6631 0 674.818
15 10.6716 0 682.4266
3 10.6833 0 734.75
6 10.6926 0 746.1
0 10.6946 0 724.0
12 10.6991 0 714.25
9 10.7194 0 758.02
21 10.7298 0 675.065
18 10.7613 0 668.392
15 10.7706 0 675.3554
3 10.7821 0 728.0
6 10.7908 0 738.26
0 10.794 0 716.5
12 10.7972 0 707.5
9 10.8178 0 751.44
21 10.8286 0 669.995
18 10.8599 0 661.048
15 10.8689 0 667.4003
3 10.8811 0 720.5
6 10.8896 0 729.44
0 10.8929 0 709.0
12 10.8955 0 700.0
9 10.9164 0 743.92
21 10.9269 0 664.925
18 10.9593 0 653.704
15 10.9676 0 658.5613
3 10.9798 0 712.25
6 10.9883 0 720.62
0 10.9912 0 700.75
12 10.9946 0 692.5
9 11.0161 0 736.4
21 11.0258 0 659.855
18 11.0573 0 645.442
15 11.0669 0 649.7223
3 11.078 0 702.5
6 11.0877 0 710.82
0 11.0903 0 691.75
12 11.0933 0 683.5
9 11.1146 0 727.94
21 11.1246 0 654.785
18 11.1566 0 637.18
15 11.1649 0 639.9994
3 11.1771 0 692.75
6 11.1859 0 701.02
0 11.1893 0 683.5
12 11.1916 0 674.5
9 11.2127 0 717.6
21 11.2238 0 649.715
18 11.2549 0 628.0
15 11.2645 0 629.3926
3 11.2752 0 681.5
6 11.2843 0 689.26
0 11.2871 0 674.5
12 11.291 0 664.0
9 11.3117 0 706.32
21 11.3222 0 645.49
18 11.3535 0 618.82
15 11.3624 0 617.9019
3 11.3738 0 668.75
6 11.384 0 677.5
0 11.3866 0 665.5
12 11.3895 0 653.5
9 11.4103 0 693.16
21 11.4214 0 641.265
18 11.4531 0 608.722
15 11.4619 0 605.5273
3 11.4731 0 655.25
6 11.482 0 665.74
0 11.4845 0 656.5
12 11.4878 0 641.5
9 11.5089 0 677.18
21 11.5199 0 637.04
18 11.5514 0 597.706
15 11.5598 0 592.2688
3 11.5725 0 638.75
6 11.5815 0 652.02
12 11.5872 0 628.75
9 11.6077 0 659.32
21 11.6185 0 634.505
18 11.6499 0 585.772
15 11.6595 0 578.1264
3 11.6702 0 621.5
6 11.6796 0 638.3
0 11.6822 0 640.0
12 11.6853 0 615.25
9 11.7063 0 637.7
21 11.7169 0 631.97
18 11.7488 0 573.838
15 11.7577 0 563.1001
3 11.7692 0 602.75
6 11.7788 0 624.58
0 11.7807 0 634.0
12 11.7842 0 602.5
9 11.8057 0 611.38
21 11.8159 0 631.125
18 11.8479 0 562.822
15 11.8563 0 548.9577
3 11.8674 0 582.5
6 11.8772 0 610.86
0 11.8803 0 629.5
12 11.8834 0 590.5
9 11.9042 0 584.12
21 11.9145 0 630.28
18 11.9463 0 554.56
15 11.955 0 538.3509
3 11.9664 0 566.75
6 11.9758 0 601.06
0 11.979 0 627.25
12 11.9815 0 585.25
9 12.0029 0 569.08
21 12.0129 0 630.28
18 12.0446 0 551.806
15 12.0537 0 534.8153
3 12.0652 0 561.5
6 12.0749 0 599.1
0 12.0769 0 626.5
12 12.081 0 584.5
9 12.1018 0 569.08
21 12.1122 0 630.28
18 12.1441 0 551.806
15 12.1528 0 534.8153
3 12.1645 0 562.25
6 12.1735 0 599.1
0 12.1756 0 626.5
12 12.1798 0 584.5
9 12.2006 0 570.02
21 12.2113 0 630.28
18 12.2429 0 553.642
15 12.2511 0 539.2348
3 12.2634 0 571.25
6 12.2725 0 605.96
0 12.2748 0 628.0
12 12.2784 0 589.0
9 12.2987 0 591.64
21 12.3096 0 631.125
18 12.3417 0 563.74
15 12.3506 0 552.4933
3 12.3618 0 591.5
6 12.3704 0 619.68
0 12.3735 0 632.5
12 12.3771 0 601.0
9 12.3979 0 620.78
21 12.4083 0 631.97
18 12.4401 0 575.674
15 12.449 0 568.4035
3 12.46 0 612.5
6 12.47 0 634.38
0 12.472 0 639.25
12 12.4754 0 615.25
9 12.4964 0 645.22
21 12.5074 0 633.66
18 12.5382 0 587.608
15 12.5482 0 583.4298
3 12.5588 0 631.25
6 12.5682 0 649.08
0 12.5711 0 646.75
12 12.5738 0 628.75
9 12.5956 0 665.9
21 12.6061 0 636.195
18 12.6379 0 599.542
15 12.6465 0 597.5722
3 12.6582 0 648.5
6 12.6674 0 662.8
0 12.6697 0 655.75
12 12.6727 0 642.25
9 12.6942 0 683.76
21 12.7046 0 639.575
18 12.7367 0 610.558
15 12.7446 0 610.8307
3 12.7565 0 663.5
6 12.7653 0 675.54
0 12.7683 0 664.75
12 12.7719 0 653.5
9 12.7927 0 697.86
21 12.8033 0 643.8
18 12.8349 0 620.656
15 12.8442 0 623.2053
3 12.8554 0 677.0
6 12.8642 0 687.3
0 12.8669 0 673.75
12 12.8703 0 664.75
9 12.8909 0 710.08
21 12.9016 0 648.87
18 12.9334 0 630.754
15 12.9434 0 633.8121
3 12.9541 0 688.25
6 12.9637 0 698.08
0 12.9662 0 682.75
12 12.969 0 675.25
9 12.99 0 721.36
21 13.001 0 653.095
18 13.0323 0 639.016
15 13.0418 0 644.4189
3 13.0524 0 698.75
6 13.0624 0 708.86
0 13.065 0 691.75
12 13.0684 0 684.25
9 13.0891 0 730.76
21 13.099 0 658.165
18 13.1315 0 647.278
15 13.1403 0 654.1418
3 13.1522 0 708.5
6 13.1603 0 718.66
0 13.1639 0 700.0
12 13.167 0 692.5
9 13.1881 0 739.22
21 13.1982 0 663.235
18 13.2295 0 655.54
15 13.2384 0 662.0969
